"",,,"1958-1962",,,"1963-1967",,,"1968-1972",,,"1973-1977",,,"1978-1982",,,"1983-1987",,,"1988-1992",,,"1993-1997",,,"1998-2002",,,"2003-2007",,,"2008-2012",,,"2013-2017",,
"4100.|Total area of the country (1000 ha)","4.|Algeria","World | Africa",238174.0,"E",,238174.0,"E",,238174.0,"E",,238174.0,"E",,238174.0,"E",,238174.0,"E",,238174.0,"E",,238174.0,"E",,238174.0,"E",,238174.0,"E",,238174.0,"E",,238174.0,"E",
"4100.|Total area of the country (1000 ha)","351.|China","World | Asia",960000.0,"E",,960000.0,"E",,960000.0,"E",,960000.0,"E",,960000.0,"E",,960000.0,"E",,960000.0,"E",,960000.0,"E",,960000.0,"E",,960000.0,"E",,960000.0,"E",,960001.0,"E",
"4100.|Total area of the country (1000 ha)","116.|Democratic People's Republic of Korea","World | Asia",12054.0,"E",,12054.0,"E",,12054.0,"E",,12054.0,"E",,12054.0,"E",,12054.0,"E",,12054.0,"E",,12054.0,"E",,12054.0,"E",,12054.0,"E",,12054.0,"E",,12054.0,"E",
"4100.|Total area of the country (1000 ha)","73.|Georgia","World | Asia",,"",,,"",,,"",,,"",,,"",,,"",,6970.0,"E",,6970.0,"E",,6970.0,"E",,6970.0,"E",,6970.0,"E",,6970.0,"E",
"4100.|Total area of the country (1000 ha)","100.|India","World | Asia",328726.0,"E",,328726.0,"E",,328726.0,"E",,328726.0,"E",,328726.0,"E",,328726.0,"E",,328726.0,"E",,328726.0,"E",,328726.0,"E",,328726.0,"E",,328726.0,"E",,328726.0,"E",
"4100.|Total area of the country (1000 ha)","101.|Indonesia","World | Asia",191093.0,"E",,191093.0,"E",,191093.0,"E",,191093.0,"E",,191093.0,"E",,191093.0,"E",,191093.0,"E",,191093.0,"E",,191093.0,"E",,191093.0,"E",,191093.0,"E",,191093.0,"E",
"4100.|Total area of the country (1000 ha)","102.|Iran (Islamic Republic of)","World | Asia",174515.0,"E",,174515.0,"E",,174515.0,"E",,174515.0,"E",,174515.0,"E",,174515.0,"E",,174515.0,"E",,174515.0,"E",,174515.0,"E",,174515.0,"E",,174515.0,"E",,174515.0,"E",
"4100.|Total area of the country (1000 ha)","103.|Iraq","World | Asia",43832.0,"E",,43832.0,"E",,43832.0,"E",,43832.0,"E",,43832.0,"E",,43832.0,"E",,43832.0,"E",,43832.0,"E",,43832.0,"E",,43832.0,"E",,43505.0,"E",,43505.0,"E",
"4100.|Total area of the country (1000 ha)","105.|Israel","World | Asia",2207.0,"E",,2207.0,"E",,2207.0,"E",,2207.0,"E",,2207.0,"E",,2207.0,"E",,2207.0,"E",,2207.0,"E",,2207.0,"E",,2207.0,"E",,2207.0,"E",,2207.0,"E",
"4100.|Total area of the country (1000 ha)","110.|Japan","World | Asia",37780.0,"E",,37780.0,"E",,37780.0,"E",,37780.0,"E",,37780.0,"E",,37780.0,"E",,37780.0,"E",,37780.0,"E",,37789.0,"E",,37793.0,"E",,37796.0,"E",,37796.0,"E",
"4100.|Total area of the country (1000 ha)","112.|Jordan","World | Asia",8878.0,"E",,8878.0,"E",,8878.0,"E",,8878.0,"E",,8878.0,"E",,8878.0,"E",,8878.0,"E",,8878.0,"E",,8878.0,"E",,8878.0,"E",,8932.0,"E",,8932.0,"E",
"4100.|Total area of the country (1000 ha)","108.|Kazakhstan","World | Asia",,"",,,"",,,"",,,"",,,"",,,"",,272490.0,"E",,272490.0,"E",,272490.0,"E",,272490.0,"E",,272490.0,"E",,272490.0,"E",
"4100.|Total area of the country (1000 ha)","118.|Kuwait","World | Asia",1782.0,"E",,1782.0,"E",,1782.0,"E",,1782.0,"E",,1782.0,"E",,1782.0,"E",,1782.0,"E",,1782.0,"E",,1782.0,"E",,1782.0,"E",,1782.0,"E",,1782.0,"E",
"4100.|Total area of the country (1000 ha)","113.|Kyrgyzstan","World | Asia",,"",,,"",,,"",,,"",,,"",,,"",,19995.0,"E",,19995.0,"E",,19995.0,"E",,19995.0,"E",,19995.0,"E",,19995.0,"E",
"4100.|Total area of the country (1000 ha)","120.|Lao People's Democratic Republic","World | Asia",23680.0,"E",,23680.0,"E",,23680.0,"E",,23680.0,"E",,23680.0,"E",,23680.0,"E",,23680.0,"E",,23680.0,"E",,23680.0,"E",,23680.0,"E",,23680.0,"E",,23680.0,"E",
"4100.|Total area of the country (1000 ha)","121.|Lebanon","World | Asia",1045.0,"E",,1045.0,"E",,1045.0,"E",,1045.0,"E",,1045.0,"E",,1045.0,"E",,1045.0,"E",,1045.0,"E",,1045.0,"E",,1045.0,"E",,1045.0,"E",,1045.0,"E",
"4100.|Total area of the country (1000 ha)","131.|Malaysia","World | Asia",33080.0,"E",,33080.0,"E",,33080.0,"E",,33080.0,"E",,33080.0,"E",,33080.0,"E",,33080.0,"E",,33080.0,"E",,33080.0,"E",,33080.0,"E",,33080.0,"E",,33080.0,"E",
"4100.|Total area of the country (1000 ha)","132.|Maldives","World | Asia",30.0,"E",,30.0,"E",,30.0,"E",,30.0,"E",,30.0,"E",,30.0,"E",,30.0,"E",,30.0,"E",,30.0,"E",,30.0,"E",,30.0,"E",,30.0,"E",
"4100.|Total area of the country (1000 ha)","141.|Mongolia","World | Asia",156412.0,"E",,156412.0,"E",,156412.0,"E",,156412.0,"E",,156412.0,"E",,156412.0,"E",,156412.0,"E",,156412.0,"E",,156412.0,"E",,156412.0,"E",,156412.0,"E",,156412.0,"E",
"4100.|Total area of the country (1000 ha)","28.|Myanmar","World | Asia",67659.0,"E",,67659.0,"E",,67659.0,"E",,67659.0,"E",,67659.0,"E",,67659.0,"E",,67659.0,"E",,67659.0,"E",,67659.0,"E",,67659.0,"E",,67659.0,"E",,67659.0,"E",
"4100.|Total area of the country (1000 ha)","149.|Nepal","World | Asia",14718.0,"E",,14718.0,"E",,14718.0,"E",,14718.0,"E",,14718.0,"E",,14718.0,"E",,14718.0,"E",,14718.0,"E",,14718.0,"E",,14718.0,"E",,14718.0,"E",,14718.0,"E",
"4100.|Total area of the country (1000 ha)","299.|Occupied Palestinian Territory","World | Asia",602.0,"E",,602.0,"E",,602.0,"E",,602.0,"E",,602.0,"E",,602.0,"E",,602.0,"E",,602.0,"E",,602.0,"E",,602.0,"E",,602.0,"E",,602.0,"E",
"4100.|Total area of the country (1000 ha)","221.|Oman","World | Asia",30950.0,"E",,30950.0,"E",,30950.0,"E",,30950.0,"E",,30950.0,"E",,30950.0,"E",,30950.0,"E",,30950.0,"E",,30950.0,"E",,30950.0,"E",,30950.0,"E",,30950.0,"E",
"4100.|Total area of the country (1000 ha)","165.|Pakistan","World | Asia",79610.0,"E",,79610.0,"E",,79610.0,"E",,79610.0,"E",,79610.0,"E",,79610.0,"E",,79610.0,"E",,79610.0,"E",,79610.0,"E",,79610.0,"E",,79610.0,"E",,79610.0,"E",
"4100.|Total area of the country (1000 ha)","168.|Papua New Guinea","World | Asia",46284.0,"E",,46284.0,"E",,46284.0,"E",,46284.0,"E",,46284.0,"E",,46284.0,"E",,46284.0,"E",,46284.0,"E",,46284.0,"E",,46284.0,"E",,46284.0,"E",,46284.0,"E",
"4100.|Total area of the country (1000 ha)","171.|Philippines","World | Asia",30000.0,"E",,30000.0,"E",,30000.0,"E",,30000.0,"E",,30000.0,"E",,30000.0,"E",,30000.0,"E",,30000.0,"E",,30000.0,"E",,30000.0,"E",,30000.0,"E",,30000.0,"E",
"4100.|Total area of the country (1000 ha)","179.|Qatar","World | Asia",1161.0,"E",,1161.0,"E",,1161.0,"E",,1161.0,"E",,1161.0,"E",,1161.0,"E",,1161.0,"E",,1161.0,"E",,1161.0,"E",,1161.0,"E",,1161.0,"E",,1161.0,"E",
"4100.|Total area of the country (1000 ha)","117.|Republic of Korea","World | Asia",9926.0,"E",,9926.0,"E",,9926.0,"E",,9926.0,"E",,9926.0,"E",,9926.0,"E",,9926.0,"E",,9926.0,"E",,9959.0,"E",,9972.0,"E",,10015.0,"E",,10028.0,"E",
"4100.|Total area of the country (1000 ha)","194.|Saudi Arabia","World | Asia",214969.0,"E",,214969.0,"E",,214969.0,"E",,214969.0,"E",,214969.0,"E",,214969.0,"E",,214969.0,"E",,214969.0,"E",,214969.0,"E",,214969.0,"E",,214969.0,"E",,214969.0,"E",
"4100.|Total area of the country (1000 ha)","200.|Singapore","World | Asia",68.0,"E",,68.0,"E",,68.0,"E",,68.0,"E",,68.0,"E",,68.0,"E",,68.0,"E",,68.0,"E",,68.5,"E",,70.5,"E",,71.6,"E",,71.9,"E",
"4100.|Total area of the country (1000 ha)","38.|Sri Lanka","World | Asia",6561.0,"E",,6561.0,"E",,6561.0,"E",,6561.0,"E",,6561.0,"E",,6561.0,"E",,6561.0,"E",,6561.0,"E",,6561.0,"E",,6561.0,"E",,6561.0,"E",,6561.0,"E",
"4100.|Total area of the country (1000 ha)","212.|Syrian Arab Republic","World | Asia",18518.0,"E",,18518.0,"E",,18518.0,"E",,18518.0,"E",,18518.0,"E",,18518.0,"E",,18518.0,"E",,18518.0,"E",,18518.0,"E",,18518.0,"E",,18518.0,"E",,18518.0,"E",
"4100.|Total area of the country (1000 ha)","208.|Tajikistan","World | Asia",,"",,,"",,,"",,,"",,,"",,,"",,14255.0,"E",,14255.0,"E",,14255.0,"E",,14255.0,"E",,14255.0,"E",,14138.0,"E",
"4100.|Total area of the country (1000 ha)","216.|Thailand","World | Asia",51312.0,"E",,51312.0,"E",,51312.0,"E",,51312.0,"E",,51312.0,"E",,51312.0,"E",,51312.0,"E",,51312.0,"E",,51312.0,"E",,51312.0,"E",,51312.0,"E",,51312.0,"E",
"4100.|Total area of the country (1000 ha)","176.|Timor-Leste","World | Asia",1487.0,"E",,1487.0,"E",,1487.0,"E",,1487.0,"E",,1487.0,"E",,1487.0,"E",,1487.0,"E",,1487.0,"E",,1487.0,"E",,1487.0,"E",,1487.0,"E",,1487.0,"E",
"4100.|Total area of the country (1000 ha)","223.|Turkey","World | Asia",78535.0,"E",,78535.0,"E",,78535.0,"E",,78535.0,"E",,78535.0,"E",,78535.0,"E",,78535.0,"E",,78535.0,"E",,78535.0,"E",,78535.0,"E",,78535.0,"E",,78535.0,"E",
"4100.|Total area of the country (1000 ha)","213.|Turkmenistan","World | Asia",,"",,,"",,,"",,,"",,,"",,,"",,48810.0,"E",,48810.0,"E",,48810.0,"E",,48810.0,"E",,48810.0,"E",,48810.0,"E",
"4100.|Total area of the country (1000 ha)","225.|United Arab Emirates","World | Asia",8360.0,"E",,8360.0,"E",,8360.0,"E",,8360.0,"E",,8360.0,"E",,8360.0,"E",,8360.0,"E",,8360.0,"E",,8360.0,"E",,8360.0,"E",,8360.0,"E",,8360.0,"E",
"4100.|Total area of the country (1000 ha)","235.|Uzbekistan","World | Asia",,"",,,"",,,"",,,"",,,"",,,"",,44740.0,"E",,44740.0,"E",,44740.0,"E",,44740.0,"E",,44740.0,"E",,44740.0,"E",
"4100.|Total area of the country (1000 ha)","237.|Viet Nam","World | Asia",33169.0,"E",,33169.0,"E",,33169.0,"E",,32957.0,"E",,33169.0,"E",,33035.0,"E",,33109.0,"E",,33111.0,"E",,32930.0,"E",,33121.0,"E",,33097.0,"E",,33097.0,"E",
"4100.|Total area of the country (1000 ha)","249.|Yemen","World | Asia",52797.0,"E",,52797.0,"E",,52797.0,"E",,52797.0,"E",,52797.0,"E",,52797.0,"E",,52797.0,"E",,52797.0,"E",,52797.0,"E",,52797.0,"E",,52797.0,"E",,52797.0,"E",
"4100.|Total area of the country (1000 ha)","3.|Albania","World | Europe",2875.0,"E",,2875.0,"E",,2875.0,"E",,2875.0,"E",,2875.0,"E",,2875.0,"E",,2875.0,"E",,2875.0,"E",,2875.0,"E",,2875.0,"E",,2875.0,"E",,2875.0,"E",
"4100.|Total area of the country (1000 ha)","6.|Andorra","World | Europe",47.0,"E",,47.0,"E",,47.0,"E",,47.0,"E",,47.0,"E",,47.0,"E",,47.0,"E",,47.0,"E",,47.0,"E",,47.0,"E",,47.0,"E",,47.0,"E",
"4100.|Total area of the country (1000 ha)","11.|Austria","World | Europe",8388.0,"E",,8388.0,"E",,8388.0,"E",,8388.0,"E",,8388.0,"E",,8388.0,"E",,8388.0,"E",,8388.0,"E",,8388.0,"E",,8388.0,"E",,8388.0,"E",,8388.0,"E",
"4100.|Total area of the country (1000 ha)","57.|Belarus","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,20760.0,"E",,20760.0,"E",,20760.0,"E",,20760.0,"E",,20760.0,"E",,20760.0,"E",
"4100.|Total area of the country (1000 ha)","255.|Belgium","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,3053.0,"E",,3053.0,"E",,3053.0,"E",,3053.0,"E",
"4100.|Total area of the country (1000 ha)","80.|Bosnia and Herzegovina","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,5121.0,"E",,5121.0,"E",,5121.0,"E",,5121.0,"E",,5121.0,"E",,5121.0,"E",
"4100.|Total area of the country (1000 ha)","27.|Bulgaria","World | Europe",11099.0,"E",,11099.0,"E",,11099.0,"E",,11099.0,"E",,11099.0,"E",,11099.0,"E",,11099.0,"E",,11099.0,"E",,11099.0,"E",,11100.0,"E",,11100.0,"E",,11100.0,"E",
"4100.|Total area of the country (1000 ha)","98.|Croatia","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,5654.0,"E",,5661.0,"E",,5654.0,"E",,5659.0,"E",,5659.0,"E",,5659.0,"E",
"4100.|Total area of the country (1000 ha)","50.|Cyprus","World | Europe",925.0,"E",,925.0,"E",,925.0,"E",,925.0,"E",,925.0,"E",,925.0,"E",,925.0,"E",,925.0,"E",,925.0,"E",,925.0,"E",,925.0,"E",,925.0,"E",
"4100.|Total area of the country (1000 ha)","167.|Czechia","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,,"",,7887.0,"E",,7887.0,"E",,7887.0,"E",,7887.0,"E",,7887.0,"E",
"4100.|Total area of the country (1000 ha)","54.|Denmark","World | Europe",4309.0,"E",,4309.0,"E",,4309.0,"E",,4309.0,"E",,4309.0,"E",,4309.0,"E",,4309.0,"E",,4309.0,"E",,4309.0,"E",,4309.0,"E",,4289.0,"E",,4292.0,"E",
"4100.|Total area of the country (1000 ha)","63.|Estonia","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,4523.0,"E",,4523.0,"E",,4523.0,"E",,4523.0,"E",,4523.0,"E",,4523.0,"E",
"4100.|Total area of the country (1000 ha)","64.|Faroe Islands","World | Europe",139.6,"E",,139.6,"E",,139.6,"E",,139.6,"E",,139.6,"E",,139.6,"E",,139.6,"E",,139.6,"E",,139.6,"E",,139.6,"E",,139.6,"E",,139.6,"E",
"4100.|Total area of the country (1000 ha)","67.|Finland","World | Europe",33815.0,"E",,33815.0,"E",,33815.0,"E",,33815.0,"E",,33815.0,"E",,33815.0,"E",,33815.0,"E",,33815.0,"E",,33815.0,"E",,33842.0,"E",,33842.0,"E",,33842.0,"E",
"4100.|Total area of the country (1000 ha)","68.|France","World | Europe",54909.0,"E",,54909.0,"E",,54909.0,"E",,54909.0,"E",,54909.0,"E",,54909.0,"E",,54909.0,"E",,54909.0,"E",,54909.0,"E",,54909.0,"E",,54909.0,"E",,54909.0,"E",
"4100.|Total area of the country (1000 ha)","79.|Germany","World | Europe",35697.0,"E",,35697.0,"E",,35697.0,"E",,35697.0,"E",,35697.0,"E",,35697.0,"E",,35697.0,"E",,35703.0,"E",,35704.0,"E",,35710.0,"E",,35717.0,"E",,35738.0,"E",
"4100.|Total area of the country (1000 ha)","84.|Greece","World | Europe",13196.0,"E",,13196.0,"E",,13196.0,"E",,13196.0,"E",,13196.0,"E",,13196.0,"E",,13196.0,"E",,13196.0,"E",,13196.0,"E",,13196.0,"E",,13196.0,"E",,13196.0,"E",
"4100.|Total area of the country (1000 ha)","94.|Holy See","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4100.|Total area of the country (1000 ha)","97.|Hungary","World | Europe",9303.0,"E",,9303.0,"E",,9303.0,"E",,9303.0,"E",,9303.0,"E",,9303.0,"E",,9303.0,"E",,9303.0,"E",,9303.0,"E",,9303.0,"E",,9303.0,"E",,9303.0,"E",
"4100.|Total area of the country (1000 ha)","99.|Iceland","World | Europe",10300.0,"E",,10300.0,"E",,10300.0,"E",,10300.0,"E",,10300.0,"E",,10300.0,"E",,10300.0,"E",,10300.0,"E",,10300.0,"E",,10300.0,"E",,10300.0,"E",,10300.0,"E",
"4100.|Total area of the country (1000 ha)","104.|Ireland","World | Europe",7028.0,"E",,7028.0,"E",,7028.0,"E",,7028.0,"E",,7028.0,"E",,7028.0,"E",,7028.0,"E",,7028.0,"E",,7028.0,"E",,7028.0,"E",,7028.0,"E",,7028.0,"E",
"4100.|Total area of the country (1000 ha)","106.|Italy","World | Europe",30134.0,"E",,30134.0,"E",,30134.0,"E",,30134.0,"E",,30134.0,"E",,30134.0,"E",,30134.0,"E",,30134.0,"E",,30134.0,"E",,30134.0,"E",,30134.0,"E",,30134.0,"E",
"4100.|Total area of the country (1000 ha)","119.|Latvia","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,6456.0,"E",,6456.0,"E",,6456.0,"E",,6456.0,"E",,6448.0,"E",,6449.0,"E",
"4100.|Total area of the country (1000 ha)","125.|Liechtenstein","World | Europe",16.0,"E",,16.0,"E",,16.0,"E",,16.0,"E",,16.0,"E",,16.0,"E",,16.0,"E",,16.0,"E",,16.0,"E",,16.0,"E",,16.0,"E",,16.0,"E",
"4100.|Total area of the country (1000 ha)","126.|Lithuania","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,6530.0,"E",,6530.0,"E",,6530.0,"E",,6530.0,"E",,6530.0,"E",,6529.0,"E",
"4100.|Total area of the country (1000 ha)","256.|Luxembourg","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,259.0,"E",,259.0,"E",,259.0,"E",,259.0,"E",
"4100.|Total area of the country (1000 ha)","134.|Malta","World | Europe",32.0,"E",,32.0,"E",,32.0,"E",,32.0,"E",,32.0,"E",,32.0,"E",,32.0,"E",,32.0,"E",,32.0,"E",,32.0,"E",,32.0,"E",,32.0,"E",
"4100.|Total area of the country (1000 ha)","140.|Monaco","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4100.|Total area of the country (1000 ha)","273.|Montenegro","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,1381.0,"E",,1381.0,"E",,1381.0,"E",
"4100.|Total area of the country (1000 ha)","150.|Netherlands","World | Europe",4153.0,"E",,4153.0,"E",,4153.0,"E",,4153.0,"E",,4153.0,"E",,4153.0,"E",,4153.0,"E",,4153.0,"E",,4153.0,"E",,4154.0,"E",,4154.0,"E",,4154.0,"E",
"4100.|Total area of the country (1000 ha)","162.|Norway","World | Europe",38518.0,"E",,38518.0,"E",,38518.0,"E",,38518.0,"E",,38518.0,"E",,38518.0,"E",,38518.0,"E",,38518.0,"E",,38518.0,"E",,38518.0,"E",,38518.0,"E",,38518.0,"E",
"4100.|Total area of the country (1000 ha)","173.|Poland","World | Europe",31269.0,"E",,31269.0,"E",,31269.0,"E",,31269.0,"E",,31269.0,"E",,31269.0,"E",,31269.0,"E",,31269.0,"E",,31269.0,"E",,31268.0,"E",,31268.0,"E",,31268.0,"E",
"4100.|Total area of the country (1000 ha)","174.|Portugal","World | Europe",9212.0,"E",,9212.0,"E",,9212.0,"E",,9212.0,"E",,9212.0,"E",,9212.0,"E",,9212.0,"E",,9212.0,"E",,9212.0,"E",,9209.0,"E",,9221.0,"E",,9222.0,"E",
"4100.|Total area of the country (1000 ha)","146.|Republic of Moldova","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,3376.0,"E",,3384.0,"E",,3384.0,"E",,3385.0,"E",,3385.0,"E",,3385.0,"E",
"4100.|Total area of the country (1000 ha)","183.|Romania","World | Europe",23839.0,"E",,23839.0,"E",,23839.0,"E",,23839.0,"E",,23839.0,"E",,23839.0,"E",,23839.0,"E",,23839.0,"E",,23839.0,"E",,23839.0,"E",,23839.0,"E",,23839.0,"E",
"4100.|Total area of the country (1000 ha)","185.|Russian Federation","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,1709824.0,"E",,1709824.0,"E",,1709824.0,"E",,1709824.0,"E",,1709825.0,"E",,1709825.0,"E",
"4100.|Total area of the country (1000 ha)","192.|San Marino","World | Europe",6.0,"E",,6.0,"E",,6.0,"E",,6.0,"E",,6.0,"E",,6.0,"E",,6.0,"E",,6.0,"E",,6.0,"E",,6.0,"E",,6.0,"E",,6.0,"E",
"4100.|Total area of the country (1000 ha)","272.|Serbia","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,8836.0,"E",,8836.0,"E",,8836.0,"E",
"4100.|Total area of the country (1000 ha)","199.|Slovakia","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,,"",,4903.0,"E",,4903.0,"E",,4903.0,"E",,4904.0,"E",,4904.0,"E",
"4100.|Total area of the country (1000 ha)","198.|Slovenia","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,2027.0,"E",,2027.0,"E",,2027.0,"E",,2027.0,"E",,2027.0,"E",,2027.0,"E",
"4100.|Total area of the country (1000 ha)","203.|Spain","World | Europe",50599.0,"E",,50599.0,"E",,50599.0,"E",,50599.0,"E",,50599.0,"E",,50599.0,"E",,50599.0,"E",,50599.0,"E",,50532.0,"E",,50537.0,"E",,50594.0,"E",,50594.0,"E",
"4100.|Total area of the country (1000 ha)","210.|Sweden","World | Europe",45030.0,"E",,45030.0,"E",,45030.0,"E",,45030.0,"E",,45030.0,"E",,45030.0,"E",,45030.0,"E",,45030.0,"E",,45030.0,"E",,45030.0,"E",,44742.0,"E",,44742.0,"E",
"4100.|Total area of the country (1000 ha)","211.|Switzerland","World | Europe",4129.0,"E",,4129.0,"E",,4129.0,"E",,4129.0,"E",,4129.0,"E",,4129.0,"E",,4129.0,"E",,4129.0,"E",,4129.0,"E",,4129.0,"E",,4129.0,"E",,4129.0,"E",
"4100.|Total area of the country (1000 ha)","154.|The former Yugoslav Republic of Macedonia","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,2571.0,"E",,2571.0,"E",,2571.0,"E",,2571.0,"E",,2571.0,"E",,2571.0,"E",
"4100.|Total area of the country (1000 ha)","230.|Ukraine","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,60356.0,"E",,60355.0,"E",,60355.0,"E",,60355.0,"E",,60355.0,"E",,60355.0,"E",
"4100.|Total area of the country (1000 ha)","229.|United Kingdom","World | Europe",24361.0,"E",,24361.0,"E",,24361.0,"E",,24361.0,"E",,24361.0,"E",,24361.0,"E",,24361.0,"E",,24361.0,"E",,24361.0,"E",,24361.0,"E",,24361.0,"E",,24361.0,"E",
"4100.|Total area of the country (1000 ha)","10.|Australia","World | Oceania",774122.0,"E",,774122.0,"E",,774122.0,"E",,774122.0,"E",,774122.0,"E",,774122.0,"E",,774122.0,"E",,774122.0,"E",,774122.0,"E",,774122.0,"E",,774122.0,"E",,774122.0,"E",
"4100.|Total area of the country (1000 ha)","47.|Cook Islands","World | Oceania",24.0,"E",,24.0,"E",,24.0,"E",,24.0,"E",,24.0,"E",,24.0,"E",,24.0,"E",,24.0,"E",,24.0,"E",,24.0,"E",,24.0,"E",,24.0,"E",
"4100.|Total area of the country (1000 ha)","66.|Fiji","World | Oceania",1827.0,"E",,1827.0,"E",,1827.0,"E",,1827.0,"E",,1827.0,"E",,1827.0,"E",,1827.0,"E",,1827.0,"E",,1827.0,"E",,1827.0,"E",,1827.0,"E",,1827.0,"E",
"4100.|Total area of the country (1000 ha)","83.|Kiribati","World | Oceania",81.0,"E",,81.0,"E",,81.0,"E",,81.0,"E",,81.0,"E",,81.0,"E",,81.0,"E",,81.0,"E",,81.0,"E",,81.0,"E",,81.0,"E",,81.0,"E",
"4100.|Total area of the country (1000 ha)","127.|Marshall Islands","World | Oceania",18.0,"E",,18.0,"E",,18.0,"E",,18.0,"E",,18.0,"E",,18.0,"E",,18.0,"E",,18.0,"E",,18.0,"E",,18.0,"E",,18.0,"E",,18.0,"E",
"4100.|Total area of the country (1000 ha)","145.|Micronesia (Federated States of)","World | Oceania",70.0,"E",,70.0,"E",,70.0,"E",,70.0,"E",,70.0,"E",,70.0,"E",,70.0,"E",,70.0,"E",,70.0,"E",,70.0,"E",,70.0,"E",,70.0,"E",
"4100.|Total area of the country (1000 ha)","148.|Nauru","World | Oceania",2.0,"E",,2.0,"E",,2.0,"E",,2.0,"E",,2.0,"E",,2.0,"E",,2.0,"E",,2.0,"E",,2.0,"E",,2.0,"E",,2.0,"E",,2.0,"E",
"4100.|Total area of the country (1000 ha)","156.|New Zealand","World | Oceania",26771.0,"E",,26771.0,"E",,26771.0,"E",,26771.0,"E",,26771.0,"E",,26771.0,"E",,26771.0,"E",,26771.0,"E",,26771.0,"E",,26771.0,"E",,26771.0,"E",,26771.0,"E",
"4100.|Total area of the country (1000 ha)","160.|Niue","World | Oceania",26.0,"E",,26.0,"E",,26.0,"E",,26.0,"E",,26.0,"E",,26.0,"E",,26.0,"E",,26.0,"E",,26.0,"E",,26.0,"E",,26.0,"E",,26.0,"E",
"4100.|Total area of the country (1000 ha)","180.|Palau","World | Oceania",46.0,"E",,46.0,"E",,46.0,"E",,46.0,"E",,46.0,"E",,46.0,"E",,46.0,"E",,46.0,"E",,46.0,"E",,46.0,"E",,46.0,"E",,46.0,"E",
"4100.|Total area of the country (1000 ha)","244.|Samoa","World | Oceania",284.0,"E",,284.0,"E",,284.0,"E",,284.0,"E",,284.0,"E",,284.0,"E",,284.0,"E",,284.0,"E",,284.0,"E",,284.0,"E",,284.0,"E",,284.0,"E",
"4100.|Total area of the country (1000 ha)","25.|Solomon Islands","World | Oceania",2890.0,"E",,2890.0,"E",,2890.0,"E",,2890.0,"E",,2890.0,"E",,2890.0,"E",,2890.0,"E",,2890.0,"E",,2890.0,"E",,2890.0,"E",,2890.0,"E",,2890.0,"E",
"4100.|Total area of the country (1000 ha)","218.|Tokelau","World | Oceania",1.0,"E",,1.0,"E",,1.0,"E",,1.0,"E",,1.0,"E",,1.0,"E",,1.0,"E",,1.0,"E",,1.0,"E",,1.0,"E",,1.0,"E",,1.0,"E",
"4100.|Total area of the country (1000 ha)","219.|Tonga","World | Oceania",75.0,"E",,75.0,"E",,75.0,"E",,75.0,"E",,75.0,"E",,75.0,"E",,75.0,"E",,75.0,"E",,75.0,"E",,75.0,"E",,75.0,"E",,75.0,"E",
"4100.|Total area of the country (1000 ha)","227.|Tuvalu","World | Oceania",3.0,"E",,3.0,"E",,3.0,"E",,3.0,"E",,3.0,"E",,3.0,"E",,3.0,"E",,3.0,"E",,3.0,"E",,3.0,"E",,3.0,"E",,3.0,"E",
"4100.|Total area of the country (1000 ha)","155.|Vanuatu","World | Oceania",1219.0,"E",,1219.0,"E",,1219.0,"E",,1219.0,"E",,1219.0,"E",,1219.0,"E",,1219.0,"E",,1219.0,"E",,1219.0,"E",,1219.0,"E",,1219.0,"E",,1219.0,"E",

"",,,"1958-1962",,,"1963-1967",,,"1968-1972",,,"1973-1977",,,"1978-1982",,,"1983-1987",,,"1988-1992",,,"1993-1997",,,"1998-2002",,,"2003-2007",,,"2008-2012",,,"2013-2017",,
"4104.|Total population (1000 inhab)","4.|Algeria","World | Africa",11690.0,"E",,13354.0,"E",,15377.0,"E",,17690.0,"E",,20576.0,"E",,23918.0,"E",,27181.0,"E",,29888.0,"E",,31990.0,"E",,34262.0,"E",,37439.0,"E",,39667.0,"E",
