

"Area","Area Id","Variable Name","Variable Id","Year","Value","Symbol","Md"
"Monaco",140,"Agricultural water withdrawal",4250,1990,0.0,"E","",""
"Monaco",140,"Agricultural water withdrawal",4250,1997,0.0,"E","",""
"Monaco",140,"Agricultural water withdrawal",4250,2002,0.0,"E","",""
"Monaco",140,"Agricultural water withdrawal",4250,2007,0.0,"E","",""
"Monaco",140,"Agricultural water withdrawal",4250,2009,0.0,"E","",""
"Mongolia",141,"Agricultural water withdrawal",4250,1993,0.227,"","",""
"Mongolia",141,"Agricultural water withdrawal",4250,2006,0.224,"","",""
"Mongolia",141,"Agricultural water withdrawal",4250,2009,0.242,"","",""
"Montenegro",273,"Agricultural water withdrawal",4250,2007,0.0066,"E","",""
"Montenegro",273,"Agricultural water withdrawal",4250,2010,0.0017,"","",""
"Morocco",143,"Agricultural water withdrawal",4250,1992,10.18,"","",""
"Morocco",143,"Agricultural water withdrawal",4250,1995,9.884,"I","",""
"Morocco",143,"Agricultural water withdrawal",4250,2002,11.05,"","",""
"Morocco",143,"Agricultural water withdrawal",4250,2010,9.156,"","",""
"Mozambique",144,"Agricultural water withdrawal",4250,1990,0.54,"","",""
"Mozambique",144,"Agricultural water withdrawal",4250,2001,0.69,"L","[135]",""
"Mozambique",144,"Agricultural water withdrawal",4250,2015,1.076,"","",""
"Myanmar",28,"Agricultural water withdrawal",4250,1987,27.86,"I","",""
"Myanmar",28,"Agricultural water withdrawal",4250,2000,29.57,"","",""
"Namibia",147,"Agricultural water withdrawal",4250,1985,0.115,"","",""
"Namibia",147,"Agricultural water withdrawal",4250,1991,0.17,"","",""
"Namibia",147,"Agricultural water withdrawal",4250,1995,0.1915,"I","",""
"Namibia",147,"Agricultural water withdrawal",4250,2002,0.201,"","",""
"Nepal",149,"Agricultural water withdrawal",4250,2000,9.32,"L","[136,137]",""
"Nepal",149,"Agricultural water withdrawal",4250,2006,9.32,"L","[138]",""
"Netherlands",150,"Agricultural water withdrawal",4250,1991,0.184,"E","",""
"Netherlands",150,"Agricultural water withdrawal",4250,1996,0.23,"E","[139]",""
"Netherlands",150,"Agricultural water withdrawal",4250,2002,0.0526,"E","[140]",""
"Netherlands",150,"Agricultural water withdrawal",4250,2007,0.0719,"E","[141]",""
"Netherlands",150,"Agricultural water withdrawal",4250,2012,0.0602,"E","[142]",""
"New Zealand",156,"Agricultural water withdrawal",4250,1985,0.836,"","",""
"New Zealand",156,"Agricultural water withdrawal",4250,2006,2.82,"E","[143]",""
"New Zealand",156,"Agricultural water withdrawal",4250,2010,3.207,"E","[144]",""
"Nicaragua",157,"Agricultural water withdrawal",4250,2001,1.18,"","",""
"Nicaragua",157,"Agricultural water withdrawal",4250,2011,1.185,"","",""
"Niger",158,"Agricultural water withdrawal",4250,1988,0.41,"","",""
"Niger",158,"Agricultural water withdrawal",4250,2005,0.6565,"L","[145]",""
"Nigeria",159,"Agricultural water withdrawal",4250,1987,3.92,"L","",""
"Nigeria",159,"Agricultural water withdrawal",4250,2000,5.51,"L","",""
"Nigeria",159,"Agricultural water withdrawal",4250,2004,5.51,"L","",""
"Nigeria",159,"Agricultural water withdrawal",4250,2010,5.51,"L","",""
"Norway",162,"Agricultural water withdrawal",4250,1996,0.73,"E","",""
"Norway",162,"Agricultural water withdrawal",4250,2002,0.808,"E","",""
"Norway",162,"Agricultural water withdrawal",4250,2006,0.8449,"E","",""
"Occupied Palestinian Territory",299,"Agricultural water withdrawal",4250,2001,0.167,"","",""
"Occupied Palestinian Territory",299,"Agricultural water withdrawal",4250,2005,0.189,"","",""
"Oman",221,"Agricultural water withdrawal",4250,1991,1.148,"","",""
"Oman",221,"Agricultural water withdrawal",4250,2000,1.23,"L","",""
"Oman",221,"Agricultural water withdrawal",4250,2003,1.168,"","",""
"Pakistan",165,"Agricultural water withdrawal",4250,1975,150.3,"","",""
"Pakistan",165,"Agricultural water withdrawal",4250,1991,150.6,"","",""
"Pakistan",165,"Agricultural water withdrawal",4250,2000,162.7,"L","",""
"Pakistan",165,"Agricultural water withdrawal",4250,2008,172.4,"","",""
"Panama",166,"Agricultural water withdrawal",4250,2010,0.446,"","",""
"Papua New Guinea",168,"Agricultural water withdrawal",4250,2000,0.001,"L","",""
"Papua New Guinea",168,"Agricultural water withdrawal",4250,2005,0.001,"L","",""
"Paraguay",169,"Agricultural water withdrawal",4250,1987,0.3354,"","",""
"Paraguay",169,"Agricultural water withdrawal",4250,2000,0.35,"L","",""
"Paraguay",169,"Agricultural water withdrawal",4250,2012,1.897,"I","",""
"Peru",170,"Agricultural water withdrawal",4250,2008,12.12,"","",""
"Philippines",171,"Agricultural water withdrawal",4250,2006,65.59,"","[146]",""
"Philippines",171,"Agricultural water withdrawal",4250,2009,67.07,"","",""
"Poland",173,"Agricultural water withdrawal",4250,1970,1.681,"E","",""
"Poland",173,"Agricultural water withdrawal",4250,1975,1.662,"E","[147]",""
"Poland",173,"Agricultural water withdrawal",4250,1980,1.323,"E","[148]",""
"Poland",173,"Agricultural water withdrawal",4250,1985,1.606,"E","[149]",""
"Poland",173,"Agricultural water withdrawal",4250,1992,1.37,"E","[150]",""
"Poland",173,"Agricultural water withdrawal",4250,1997,1.083,"E","[151]",""
"Poland",173,"Agricultural water withdrawal",4250,2002,1.108,"E","[152]",""
"Poland",173,"Agricultural water withdrawal",4250,2007,1.122,"E","[153]",""
"Poland",173,"Agricultural water withdrawal",4250,2012,1.102,"E","[154]",""
"Portugal",174,"Agricultural water withdrawal",4250,1991,5.1,"E","",""
"Portugal",174,"Agricultural water withdrawal",4250,1995,10.0,"E","",""
"Portugal",174,"Agricultural water withdrawal",4250,1998,8.767,"E","",""
"Puerto Rico",177,"Agricultural water withdrawal",4250,1990,0.2063,"","[155]",""
"Puerto Rico",177,"Agricultural water withdrawal",4250,2000,0.1306,"","",""
"Puerto Rico",177,"Agricultural water withdrawal",4250,2005,0.0739,"","[156]",""
"Puerto Rico",177,"Agricultural water withdrawal",4250,2010,0.0641,"","[157]",""
"Qatar",179,"Agricultural water withdrawal",4250,1994,0.2106,"","",""
"Qatar",179,"Agricultural water withdrawal",4250,2000,0.21,"L","",""
"Qatar",179,"Agricultural water withdrawal",4250,2005,0.262,"","[158]",""
"Republic of Korea",117,"Agricultural water withdrawal",4250,1990,14.1,"E","",""
"Republic of Korea",117,"Agricultural water withdrawal",4250,1997,15.29,"E","",""
"Republic of Korea",117,"Agricultural water withdrawal",4250,2002,16.1,"E","[159]",""
"Republic of Korea",117,"Agricultural water withdrawal",4250,2003,15.96,"E","",""
"Republic of Moldova",146,"Agricultural water withdrawal",4250,1992,0.775,"","",""
"Republic of Moldova",146,"Agricultural water withdrawal",4250,1996,0.35,"","",""
"Republic of Moldova",146,"Agricultural water withdrawal",4250,2007,0.036,"","",""
"Republic of Moldova",146,"Agricultural water withdrawal",4250,2012,0.039,"","",""
"Republic of Moldova",146,"Agricultural water withdrawal",4250,2013,0.038,"","",""
"Romania",183,"Agricultural water withdrawal",4250,1970,3.4,"","",""
"Romania",183,"Agricultural water withdrawal",4250,1975,5.75,"","",""
"Romania",183,"Agricultural water withdrawal",4250,1980,6.79,"","",""
"Romania",183,"Agricultural water withdrawal",4250,1985,8.49,"","",""
"Romania",183,"Agricultural water withdrawal",4250,1990,9.1,"","",""
"Romania",183,"Agricultural water withdrawal",4250,1997,2.98,"","",""
"Romania",183,"Agricultural water withdrawal",4250,2002,1.192,"E","[160]",""
"Romania",183,"Agricultural water withdrawal",4250,2007,1.099,"E","[161]",""
"Romania",183,"Agricultural water withdrawal",4250,2012,1.093,"E","[162]",""
"Romania",183,"Agricultural water withdrawal",4250,2013,1.135,"E","[163]",""
"Russian Federation",185,"Agricultural water withdrawal",4250,1994,15.3,"","",""
"Russian Federation",185,"Agricultural water withdrawal",4250,2001,13.2,"","",""
"Rwanda",184,"Agricultural water withdrawal",4250,2000,0.102,"","",""
"Saint Kitts and Nevis",188,"Agricultural water withdrawal",4250,1997,2.0E-4,"L","[164]",""
"Saint Kitts and Nevis",188,"Agricultural water withdrawal",4250,2012,2.0E-4,"I","",""
"Saint Lucia",189,"Agricultural water withdrawal",4250,2007,0.0304,"I","",""
"Saint Vincent and the Grenadines",191,"Agricultural water withdrawal",4250,1990,0.0101,"L","[165]",""
"Saint Vincent and the Grenadines",191,"Agricultural water withdrawal",4250,2013,0.0,"I","",""
"Saudi Arabia",194,"Agricultural water withdrawal",4250,1992,15.31,"","",""
"Saudi Arabia",194,"Agricultural water withdrawal",4250,2006,20.83,"E","",""
"Senegal",195,"Agricultural water withdrawal",4250,1987,1.251,"","",""
"Senegal",195,"Agricultural water withdrawal",4250,2002,2.065,"I","",""
"Serbia",272,"Agricultural water withdrawal",4250,2007,0.1282,"E","[166]",""
"Serbia",272,"Agricultural water withdrawal",4250,2011,0.0974,"E","",""
"Serbia",272,"Agricultural water withdrawal",4250,2013,0.1167,"E","[167]",""
"Seychelles",196,"Agricultural water withdrawal",4250,1989,9.0E-4,"I","",""
"Seychelles",196,"Agricultural water withdrawal",4250,2003,9.0E-4,"I","",""
"Sierra Leone",197,"Agricultural water withdrawal",4250,1987,0.329,"","",""
"Sierra Leone",197,"Agricultural water withdrawal",4250,1992,0.0457,"L","[168]",""
"Sierra Leone",197,"Agricultural water withdrawal",4250,2000,0.0457,"L","[169,170]",""
"Sierra Leone",197,"Agricultural water withdrawal",4250,2005,0.0457,"L","[171,172]",""
"Singapore",200,"Agricultural water withdrawal",4250,1975,0.0076,"","",""
"Slovakia",199,"Agricultural water withdrawal",4250,1992,,,"[173]",
"Slovakia",199,"Agricultural water withdrawal",4250,1997,0.067,"E","[174]",""
"Slovakia",199,"Agricultural water withdrawal",4250,2002,0.056,"E","[175]",""
"Slovakia",199,"Agricultural water withdrawal",4250,2007,0.0225,"E","[176]",""
"Slovakia",199,"Agricultural water withdrawal",4250,2012,0.0307,"E","[177]",""
"Slovakia",199,"Agricultural water withdrawal",4250,2014,0.0229,"E","",""
"Slovenia",198,"Agricultural water withdrawal",4250,1992,0.0037,"E","[178]",""
"Slovenia",198,"Agricultural water withdrawal",4250,1995,0.0048,"E","[179]",""
"Slovenia",198,"Agricultural water withdrawal",4250,2002,0.0066,"E","",""
"Slovenia",198,"Agricultural water withdrawal",4250,2007,0.0046,"E","[180]",""
"Slovenia",198,"Agricultural water withdrawal",4250,2012,0.0023,"E","[181]",""
"Slovenia",198,"Agricultural water withdrawal",4250,2013,0.0036,"E","[182]",""
"Somalia",201,"Agricultural water withdrawal",4250,1987,0.786,"","",""
"Somalia",201,"Agricultural water withdrawal",4250,2000,3.28,"L","",""
"Somalia",201,"Agricultural water withdrawal",4250,2003,3.281,"I","",""
"South Africa",202,"Agricultural water withdrawal",4250,1990,9.58,"","",""
"South Africa",202,"Agricultural water withdrawal",4250,1995,8.708,"I","",""
"South Africa",202,"Agricultural water withdrawal",4250,2000,7.836,"","",""
"South Africa",202,"Agricultural water withdrawal",4250,2013,9.69,"","",""
"South Sudan",277,"Agricultural water withdrawal",4250,2011,0.24,"","",""
"Spain",203,"Agricultural water withdrawal",4250,1986,28.43,"","",""
"Spain",203,"Agricultural water withdrawal",4250,1991,23.7,"E","[183]",""
"Spain",203,"Agricultural water withdrawal",4250,1997,23.41,"E","[184]",""
"Spain",203,"Agricultural water withdrawal",4250,2002,23.04,"E","[185]",""
"Spain",203,"Agricultural water withdrawal",4250,2007,23.18,"E","[186]",""
"Spain",203,"Agricultural water withdrawal",4250,2012,25.47,"E","[187]",""
"Sri Lanka",38,"Agricultural water withdrawal",4250,1990,9.379,"","",""
"Sri Lanka",38,"Agricultural water withdrawal",4250,2000,12.0,"L","",""
"Sri Lanka",38,"Agricultural water withdrawal",4250,2005,11.31,"","",""
"Sudan",276,"Agricultural water withdrawal",4250,2011,25.91,"","",""
"Suriname",207,"Agricultural water withdrawal",4250,1987,0.41,"","",""
"Suriname",207,"Agricultural water withdrawal",4250,2000,0.62,"L","",""
"Suriname",207,"Agricultural water withdrawal",4250,2006,0.4311,"L","[188]",""
"Swaziland",209,"Agricultural water withdrawal",4250,1980,0.63,"","",""
"Swaziland",209,"Agricultural water withdrawal",4250,2000,1.006,"I","[189]",""
"Sweden",210,"Agricultural water withdrawal",4250,1970,0.132,"E","[190]",""
"Sweden",210,"Agricultural water withdrawal",4250,1975,0.137,"E","[191]",""
"Sweden",210,"Agricultural water withdrawal",4250,1980,0.14,"E","[192]",""
"Sweden",210,"Agricultural water withdrawal",4250,1992,0.174,"E","",""
"Sweden",210,"Agricultural water withdrawal",4250,1997,0.15,"E","[193]",""
"Sweden",210,"Agricultural water withdrawal",4250,2002,0.135,"E","",""
"Sweden",210,"Agricultural water withdrawal",4250,2007,0.107,"E","[194]",""
"Sweden",210,"Agricultural water withdrawal",4250,2010,0.098,"E","[195]",""
"Switzerland",211,"Agricultural water withdrawal",4250,2000,0.05,"L","",""
"Switzerland",211,"Agricultural water withdrawal",4250,2012,0.1601,"E","[196]",""
"Syrian Arab Republic",212,"Agricultural water withdrawal",4250,1997,12.84,"","",""
"Syrian Arab Republic",212,"Agricultural water withdrawal",4250,2002,14.41,"","",""
"Syrian Arab Republic",212,"Agricultural water withdrawal",4250,2003,14.67,"","",""
"Tajikistan",208,"Agricultural water withdrawal",4250,1994,10.96,"","",""
"Tajikistan",208,"Agricultural water withdrawal",4250,2000,10.96,"L","",""
"Tajikistan",208,"Agricultural water withdrawal",4250,2006,10.44,"","",""
"Thailand",216,"Agricultural water withdrawal",4250,2007,51.79,"","",""
"The former Yugoslav Republic of Macedonia",154,"Agricultural water withdrawal",4250,1996,1.066,"","",""
"The former Yugoslav Republic of Macedonia",154,"Agricultural water withdrawal",4250,2002,0.2814,"E","[197]",""
"The former Yugoslav Republic of Macedonia",154,"Agricultural water withdrawal",4250,2007,0.1255,"E","[198]",""
"Timor-Leste",176,"Agricultural water withdrawal",4250,2004,1.071,"","",""
"Togo",217,"Agricultural water withdrawal",4250,1987,0.023,"","",""
"Togo",217,"Agricultural water withdrawal",4250,2002,0.076,"","",""
"Trinidad and Tobago",220,"Agricultural water withdrawal",4250,1997,0.0156,"","",""
"Trinidad and Tobago",220,"Agricultural water withdrawal",4250,2000,0.017,"","",""
"Trinidad and Tobago",220,"Agricultural water withdrawal",4250,2005,0.015,"I","",""
"Trinidad and Tobago",220,"Agricultural water withdrawal",4250,2011,0.0167,"I","",""
"Tunisia",222,"Agricultural water withdrawal",4250,1990,2.728,"","",""
"Tunisia",222,"Agricultural water withdrawal",4250,1995,2.446,"I","",""
"Tunisia",222,"Agricultural water withdrawal",4250,2000,2.165,"","",""
"Tunisia",222,"Agricultural water withdrawal",4250,2011,2.644,"I","[199]",""
"Turkey",223,"Agricultural water withdrawal",4250,1992,22.9,"","",""
"Turkey",223,"Agricultural water withdrawal",4250,2000,31.5,"","",""
"Turkey",223,"Agricultural water withdrawal",4250,2003,29.6,"","",""
"Turkey",223,"Agricultural water withdrawal",4250,2008,34.0,"","",""
"Turkmenistan",213,"Agricultural water withdrawal",4250,1994,23.29,"","",""
"Turkmenistan",213,"Agricultural water withdrawal",4250,2000,24.04,"L","",""
"Turkmenistan",213,"Agricultural water withdrawal",4250,2004,26.36,"","",""
"Uganda",226,"Agricultural water withdrawal",4250,1970,0.12,"","",""
"Uganda",226,"Agricultural water withdrawal",4250,2002,0.12,"","",""
"Uganda",226,"Agricultural water withdrawal",4250,2008,0.259,"","",""
"Ukraine",230,"Agricultural water withdrawal",4250,1992,7.865,"I","",""
"Ukraine",230,"Agricultural water withdrawal",4250,2000,5.485,"I","",""
"Ukraine",230,"Agricultural water withdrawal",4250,2005,4.525,"I","",""
"Ukraine",230,"Agricultural water withdrawal",4250,2010,4.454,"I","",""
"United Arab Emirates",225,"Agricultural water withdrawal",4250,1980,0.72,"","",""
"United Arab Emirates",225,"Agricultural water withdrawal",4250,1995,1.408,"","",""
"United Arab Emirates",225,"Agricultural water withdrawal",4250,2000,2.279,"I","",""
"United Arab Emirates",225,"Agricultural water withdrawal",4250,2005,3.312,"I","",""
"United Kingdom",229,"Agricultural water withdrawal",4250,1990,0.6681,"E","",""
"United Kingdom",229,"Agricultural water withdrawal",4250,1995,1.723,"E","",""
"United Kingdom",229,"Agricultural water withdrawal",4250,2002,1.308,"E","[200,201]",""
"United Kingdom",229,"Agricultural water withdrawal",4250,2007,1.33,"E","[202]",""
"United Kingdom",229,"Agricultural water withdrawal",4250,2012,1.049,"E","[203]",""
"United Republic of Tanzania",215,"Agricultural water withdrawal",4250,1994,1.04,"","",""
"United Republic of Tanzania",215,"Agricultural water withdrawal",4250,2002,4.632,"K","[204]",""
"United States of America",231,"Agricultural water withdrawal",4250,1969,100.1,"","",""
"United States of America",231,"Agricultural water withdrawal",4250,1974,106.5,"","",""
"United States of America",231,"Agricultural water withdrawal",4250,1979,117.1,"","",""
"United States of America",231,"Agricultural water withdrawal",4250,1990,194.7,"","[205]",""
"United States of America",231,"Agricultural water withdrawal",4250,2000,196.5,"","[206,207]",""
"United States of America",231,"Agricultural water withdrawal",4250,2005,191.9,"","[208,209]",""
"United States of America",231,"Agricultural water withdrawal",4250,2010,175.1,"","[210,211]",""
"Uruguay",234,"Agricultural water withdrawal",4250,1965,0.5915,"","",""
"Uruguay",234,"Agricultural water withdrawal",4250,2000,3.17,"","",""
"Uzbekistan",235,"Agricultural water withdrawal",4250,1994,54.37,"","",""
"Uzbekistan",235,"Agricultural water withdrawal",4250,2001,54.78,"","",""
"Uzbekistan",235,"Agricultural water withdrawal",4250,2005,50.4,"","",""
"Venezuela (Bolivarian Republic of)",236,"Agricultural water withdrawal",4250,1970,1.886,"","",""
"Venezuela (Bolivarian Republic of)",236,"Agricultural water withdrawal",4250,2000,3.97,"L","",""
"Venezuela (Bolivarian Republic of)",236,"Agricultural water withdrawal",4250,2007,16.71,"I","",""
"Venezuela (Bolivarian Republic of)",236,"Agricultural water withdrawal",4250,2008,16.71,"L","[212]",""
"Viet Nam",237,"Agricultural water withdrawal",4250,1980,35.04,"","",""
"Viet Nam",237,"Agricultural water withdrawal",4250,1985,40.65,"","",""
"Viet Nam",237,"Agricultural water withdrawal",4250,1990,47.0,"","",""
"Viet Nam",237,"Agricultural water withdrawal",4250,2005,77.75,"","",""
"Yemen",249,"Agricultural water withdrawal",4250,1990,2.7,"","",""
"Yemen",249,"Agricultural water withdrawal",4250,2000,3.06,"","",""
"Yemen",249,"Agricultural water withdrawal",4250,2005,3.235,"","",""
"Zambia",251,"Agricultural water withdrawal",4250,1992,1.339,"","",""
"Zambia",251,"Agricultural water withdrawal",4250,1994,1.318,"","",""
"Zambia",251,"Agricultural water withdrawal",4250,2002,1.152,"L","[213]",""
